clean_review,sentiment
beautiful heater costly less useful decent flaws good product easy handle recommend value money product good product low quality heater everything per description beautiful looking appears imported good placing one spot office table etc moved light easily tumbles wire cord short heating good strong sturdy made plastic outerbody break falls week im using product pros compact easy use portable good built quality cons light weight manual control saftey switch takes time heat small room small cable length conclusion looking gud luking compact heater buy expecting high skip like product design quality using room takes min reduce room temperature recommend product positive device price otherwise negative heater light weight negative coz light trust work safely device working high temperature require weight stability weay feel confident topple manufacture given safe switch bottom device device remains high temp sometime even material body material feels cheap give confidence would last long though ptc heating element may last long nothing prevent entry dust fiber heater may lead fire long run fibres accumuulate inside also without dust filter heating plates get blocked soon switch backside switch also appears cheapest quality temperature control heater start run continuously used overnight heater bedroom would suggest would better go slightly costly heaters temp control better quality abious amazon delivery service awesome received product days build built qiality amazing dint expect metal frame smooth plastic finish light weight carry portable best part liked never took time heat switch started blowing heat easily heats room withing minutes bare oin mind takes v power say best product price regret buying heater effective easy use compact work good like much av low quality heater without temperature control burned switchboard keeps drawing current without control great product price considering ceramic element,Neutral
nice heavy weight good product value money looks good one returned like good product super build quality nothing best iron box value money performance well review month good product stars easy use comfort handle nice product got dry iron today looks really good think ideal one dry pressing weight quite heavy kg big one weght might problem week women unfortunately return lot scraches non sticky plate follow damaged future ut want inform many people already got scratches returned careful verify using like overall best heavy weight like super build quality valuable money best iron box,Positive
easy handy use good boiled eggs superb effortless wanderful good good consider purchase good product easy use functionality easy clean accomodate boil eggs time water gets evaporated totally automatically cuts power supply turns light bottom water container used make hole eggs hence eggs peeled easily boiled properly also set water level much boil eggs according level water put eggs boiled put less water eggs boiled less vice versa overall nice handy product easy use easily portable comes strong good build quality must buy gym lovers frequent boiled egg eaters go need boiled eggs daily thats looking something good friendly use purchased egg boiler wipro egg boiler made life super easy comes auto cut system way get types eggs whatever want cord short manageable nothing easy use useful boil egg power cord short difficult connect review ok better wala overall good get hard medium soft boiled eggs cleaning issue sometimes gets dirty looks like corroded,Positive
beyond expected good perfect juicer user friendly usage user friendly convenient use fresh juice excellent little juicer fast easy clean produces good quality juice premium juicer good however effective convinient juicer ever first wanted buy one juicer juice instantly reviewed many juice blender finally bought philips hr made carrot apple orange promoganate etc fantastic juice fruit pulp waste collected one tray easy wash thanks instant juice blender good deal find juicer amazing end end takes around mins extract juice clean pack back easy use product good user friendly exactly demonstrated video used juicer many moons ago cheap model never really produced juice wanted afford mega posh ones juiced fruit veg within inch life excited able start using new one first nice compact design really take much room small suckers base keep place kitchen surface juicer simple take apart put together instructions really needed though basic pictures provided box juicer spout put fruit veg quite small need cut apples quarters fit although huge flaw shame need much bigger get far juicing attempts successful apples raspberries grapes cucumbers carrots yielded fair amount great tasting juice also unwittingly popped chopped mango without realizing one starchy fruits apparently work seemed work fine see banana avocado might work mango produce juice may want experiment pulp left end still fairly damp found could easily squeeze liquid way dripping would say decent job done know lot goodness left pulp want use make sure clean fruit juicing remove anything want pulp way finished juicing scoop pulpy goodness whatever want juicers produce different quality juices really key areas judge juicer juice quality juicers produce higher amount juice per food item tell drier pulp extracted juicers produce frothier juice warmer temperature juice signs lower quality air heat evidence oxidization nutrients faster spinning juicer centrifugal often produce heat froth masticating style juicer slower chewing action creates better quality juice terms key areas philips alright job producing dry pulp excellent job low froth low temperature juice slow masticating action excellent par juicers get descriptive like run pulp philips juicer time get extra juice running nd time get hardly juice one extra run pulp sufficient specs juicer claim clean minute think little optimistic said far plastic parts rinse clean easily quickly warm water part takes little effort metal sieve grater teeny tiny holes help separate juice pulp get clogged stuff said found using soapy scourer sponge gently rubbing green side trick pretty swiftly certainly take much elbow grease found easy clean unlike previous juicer needed scrub half hour still finding bits next time used think pretty decent juicer everyday user yes could produce little liquid things juices certainly bad stuff produces whole clear bits anti drip spout quite anti drip need watch juice fruit plunger put pieces whipped quickly splashed drops fresh juice place current price would say well worth high quality premium juicer low noise excellent ability squeeze max juice fruits veggies look feel outstanding way options available using month easy use clean assemble times seen pulp also coming juice sometimes makes different sound grinding feel carrot beetroot pieces cut bit smaller like slice cause cut like slice flat one carrot slice got stuck within blades machine made different sound giving juice could see pulp try cut carrot pieces atleast inch size like round one like slicebut overall good experience make carrot beatroot juice takes minutes cut grind clean easy use easy assemble thanks perfect home juicer easy clean assemble comparable loves,Positive
good quality scale got defective piece nice product product good product must buy great device kitchen weighing scale made good quality material looks sturdy weighs accurate scale got detective display first digits looks clear next digits clearly visible returning item amazon accepted return request received time product good condition better producti like helpful product really best product use shop nd home received today checked capacity coming around kg overall looking good hope performance also good received weighing scale good condition looks exactly product display working good present happy purchase thanks seller amazon,Positive
nice product effective claimed average product good product bribing people star rating worst machine ever seen wow value money effective claimed average product built quality medicore good good product easily use good working charger cable vary short lick product good rating show reason seller bribing people ruppee paytm cash rating start cheating quality product mark work days worst rechargeable speed modes gives perfect creamy froth value money percent,Positive
good product misleading information warranty value money small sturdy blender versatile perfect every kitchen awesome product nice product nice blender worst product service product good easy use misleading information amazon warranty amazon mentioned years warranty months extended warranty contacted customer care told year standard warranty year extended warranty motor registering thier website months warranty jar blades simple use easy use easy clean product good nice blender easy convenient use prepare varieties juice blend nuts needed works expected recommended easy quick use especially mornings time pressure within months motor stopped working raised compliant picked product checked informed technician confirmed blade condition function properly blade months warranty according invoice warranty purchase new blade us shared one video checking product like one road side shop balzano road side shop service center,Positive
impressed purchase good project gets small clean jobs done efficiently job works okay warranty card found inside box succetion time could higher side vacuum claims powerful motor struggles pick even basic dirt debris tried using carpet hard surfaces little success additionally dust collection feature practically non existent despite multiple uses dustbin remains almost completely full use lighting feature also fairly useless bright enough much use illuminating areas cleaned overall would recommend swiss military vc wireless car vacuum cleaner poor performer live claims much better options available market car vacuum cleaners good good one go cleaning suction power claimed suction power impressivedoes jobstruggle duct sticks floor visible easily removed duct sucked works better previous ones bought product seems good months warranty card received inside box box damaged one side easy use friendly,Neutral
little kitchen helper amazing product good product nice use handy gadget easy use carry great product best product light weight definitely save time first time tried send eggs milk cream kitchen big mess suggest try water cup bowl get feel fall love gadget easy clean rinse tap charge holds job burn heat motor frothing cup coffee creaming eggs fluffy omelette easy peasy flimsy ruff use hey complain price paying nice people wishes durable device blend whisk eggs coffee milk etc luxurious vibe nice operate battery electric charge feel price might look steep otherwise product good product easy use reasonable price loved product think increase capacity battery power except good good handy product works well easy use definitely make work kitchen simpler product easy use reachable minutes useful product good easy use excellent value moneynd easy use,Positive
good water heater good quality good products good good good product good product brand value nice product good quality value money per description easy useful good product product good good good best buy comes warranty card cable quality good,Positive
value money goods pipe dilevered gysure product good warranty service follow hectic customer care service pathetic good cooling fit finish mark value money good one small town high wattage creating problem metro apartment working good value money like okk product good within years stopped performing customer care also supportive cooling fast overall fit finish good plastic tank covers locking open condition except customer support remaining good value money easy install good one small town high wattage creating problem metro apartment capacity produ low,Neutral
good product excellent product good pruduct best product happy product compact product must buy item havell instant geyser havells water heater good product reasonable price product excellent product nice compact stylish coming purpose meant serves well day installation havells technician works like charm far compact well designed product water flow slow good l tank give year extra warranty write star review giving stars maybe star reviews extended warranty amazon act kind seller excellent designed havells free installation done havells next day purchase used kitchen performance outstanding value money product delivered within day technician came day install product easy use loving,Positive
easy use works really well good experience far good handy product looks great convenient efficient use time saving effective good works really well perfectly boiled eggs without cracking eggs happens gas stove cooking easy clean build material decent issue found little cleaning heat pan much better half price cheap ones buy good product easy hassle free use works exactly mentioned product description great boil eggs regularly feedback based months use liked design boils eggs effortlessly compact easy use setting available boiling eggs good product love ease boil eggs without wasting much time money gas bills good,Positive
current issue output water value money great product kitchen bakara product please purches awesomee hanged portable water geser bad product work even months well seller supporting warranty good equipment current problem water would say bad purchase size small hot hold lot hot water still handy kitchen used moderate tap speed give moderate warm water continually plus give try looking cheaper best option kitchen use easy install sufficient warm water kitchen sufficient warm bath also value money first day usage review product bad curent pass body purches product portable geyser awesome used today whole day degree temperature u get continous running hot water kitchen nothing best really really loved must must purchase thank much useful product easy hang hanged place bad product work even months well seller supporting warranty liked size light easy install,Neutral
far good good good quality product fully satisfied product nice easy use poor longevity good induction cook top good value money good product good working finally got right induction cooktop searching amazon basic best class fast heating words superfast delivery amazon like various temperature controlbuttons fine till warranty period immediate poor functioning amazone brand induction cook top good quality easy use price reasonable good light cooking,Positive
little weak good value money working nyc product good average quality product good product affordable good little weak end also sometimes starts batteries without touching button love good go morning coffee works like milk frothed real coffee machine working days good quality productnyc coffee beater easy use good quality product price easy available market overpriced average build quality value money product product quite good effective love quality mixes well product quality good price,Neutral
good choice noise clean air effective family noticed improvement right away good product easy install go happy use contact manufacturer good excellent product going many reviews checking multiple brands decided settle philips ac sure accurate pmi number displaying feel noticeable difference using month cleaning filters also easy overall happy product highly recommend much bought another one month wash first filter works nicely everyone house breathing nicely clearly monitors pm level air exactly installed kitchen pm level went soon cooking started purifier automatically switched higher speed brought karthigy everyone cracking crackers pm level went purifier indicating increase air pollutants great product issues work efficiently easy install noise air clean quickly receive invoice serial number marked product unable initiate request manufacturer reduces pollution indoor take time good purifier almost noise good display impurities air,Positive
would given stars quality product good product good good capacity looks bit cheap medium size affordable basket good problem lid impressed quality basket found sturdier cello brand laundry basket ordered one basket black unfortunately finish product inside smooth wanted store washed laundry second one basket interior smooth finish scratches plastic sticking could damage delicate clothes returned second one deducting star second purchase experience good might buy product hope get product quality first purchase update ordering basket third time third basket rim bent fit lid baskets finish perfect persevered requested exchange fourth attempt finally got good quality basket storing washed laundry plastic quality good sturdy build overall good purchase reasonable pricing cover could fit better capacity bad finishing bit pricey cheap quality good packing job capacity huge easily store week laundry top detachable lid basket strong ite comes time fix,Positive
people prefer taste health good product use easy big families good purchase definitely buy one best buy ever cooking awesome sleek elegant get used changes flavours compared fried foods device easy use clean best product chicken roast good product capacity sufficient nuclear families need cook grill times one go damaged packaging check thoroughly use product us useful beyond doubt needs little oil month using airfyer overall experience good buy healthy diet specific nonveg would plus veg could limited dishes prepare good product one best buy ever course brand made air fryer awsome product quick use worth money,Positive
good product budget price purchased product shop rs including everything buy amazon worst product like happy please buy heater stopped working days able return product also waste money,Positive
takes space convenient hurry useful cotton linen thick materiel fabrics received broken lighter fabric learning curve may take people looks like imitation product pieces match properly look weak excellent product received good condition great takes space convenient hurry handheld model would better suited useful frequent use used product reading manual first impression using cotton shirts without starch one pant pathetic none shirts got wrinkle free full steam hence could guess would trousers later found satisfactory silk nylon shirts shirts etc none get iron effect wrinkle small amount slight wet feel steam cool go fast mainly useful ladies wear embroidered nylon silk materials stone work fabrics etc etc men use shirts nylon rich trousers otherwise even think buying case use cotton whites white trousers mainly office lawyer hence totally useless females home hence another product grab home space regarding comfort using would say totally disappointed board behind much use using g shirt size long last two button downwards always hard press board take hanger hold high one hand thus another difficult part nylon material needs another hands hold firm secondly long full sleeves totally difficult though steam applied wrinkles go easily add pressing board always go top stand hanger shaped clips attached useless board comes trousers product work good use hanger comes need put switch place handle slot take shirt use back side steam waiting steam switch etc otherwise steam go coming way product useful similar without pressing board next negative thing manual says better lasting product avoid decalcification water use drained cleaned hence means use daily morning rush going office needs little time time press dress stretch fold like iron box work away long large cupboard hangers mansions try effect buy find exceptions usages apart mentioned p seriously thinking olx received broked packedge broken item thought would make task ironing easy useless cottons silks great use chiffon polyester buy thinking need standard ironing anymore fantastic marriages many dresses net based use iron quick good suits looks like imitation product pieces match properly look weak valu ed money effective pressing clothes effectively seems issue,Positive
easy chop veggies short time super clean chopper nice product mom lives losing battle shoe nail good chopper wow beautiful product cutting onions n veggies delay long like isedul chop veggies short time elders family use easily help cooking much time saving one good sturdy nice quality got product mentioned much happy results getting quality product must go gifted mom lives complain cleaning plus point got nice sharp blade plug provided machine power connection poor quality loose plugged electric socket one quality improved according isi international standards c class item poor quality reflects poorly quality control system manufacturer easy use super easy clean absolutely good go best part easy use chopped every vegetable smoothly,Positive
handy consumes less space unlike mixer grinder third class product satisfactory wonderful product super n handy one jar working smoothies dry grinding consumes less space third class product motor able take load everytime smoke comes service bad dont buy product months feedback received product rotor blade along washer came grinder jar demo exchanged product received piece scratches lid big jar body big jar blender lid seem quite leakproof first experience wonderchef product definitely high expectations quality would say fulfill expectations bought dhanteras exchange delayed plan also lot disappointing anxious even use exchanged one already scratches put easy clean switch difficult use without switch mixi easy use easy clean space saver handy used product making puree totally waste purchase one jar working,Neutral
good machine machine easy use watching tutorial video good product costly product superb quality handling usha janom super sewing machine worth buy get warranty card fabric moving product quite small easy learn light weight working fine sad thing warranty card given machine cover also machine good free kit also good machine excellent beginners however package missing sewing kit many people complained broken box entire sewing box missing little difficult get bobbin thread machine saree pheeko task maximum times saree get stuck bobbin area used basic stitching company provided demo doorstep serviceable pincodes need learn youtube ok ok product need lot patience initially beginners brand name spent much better buy cheap one rarely user beginner amazing product precise stitching handy loved useful quality good get warranty card fabric moving,Positive
good product useful ok good good crepe fabric dresses delicate clothing items iam sharing usage experience garment steamer handy use used day nice product awsome highly recommended quality product useful far ironing concerned delivery time mentioned amazon keep product kind gift much info data hand whatever shared put product used twice limited information presentthe product ok replacement iron cannot considered yes steam somewhat better philips user used philips also compared price competitive well yes able remove crease jeans even shirt prefer stiff shirts office wear good formals casual shirts neither good pants water filler round shape conical shape give idea level water filled based water container steam clothes time also clothes hand get pain cannot steam garments also need kind support back hanging hanger enough manufacturer given though could added accessory either free cost additional charge well get information update change based good best like product drawback found according water capacity tank min usage refill way cloth refill tank b quite heavy recommend long use want steam clothes fine also cloth must hung height wise painful hold heavy steamer causing pain tip place steamer table pressing steam button steam gets coming hold clothes swiftly move front steam inches away way save pain holding also pls use plastic hanger never steam metal surface nice product reason gave star becomes heavy held water filled bottle days used product however awsome really great worker comes ironing effortless quick want purchase steamer go weights around gm without ml water concern weight long u hold hand steaming process otherwise performance wise far best machine available quality finishing product also good certainly recommended,Neutral
nice product recommend buy buy defective product wast money bad portable waste money working properly liked convenient carry waste money defective product cheap quality blend charge problemsecond motor proble,Negative
need careful excellent product awesome juicer issues best juicer ever strong hard motor best mixer india bang buck good product easy use best juicer disadvantages transparent jar sit tightly even replacing first mixer second replacement came exactly seem affect work makes smoothies great hold bowl hand without hand keeps fine scratches metal glass replacing undamaged product arrived metal glass sits tightly kit everything juice yet made add review later excellent product good juicer machine fruits vegetables easy use helpful waste collection portion fitting well use waste product fruit coming best juicer carrot beet root vegetables fruits best motor compare brands best product made india go watt motor really powerful good jucie extraction good product better juicer multi purpose one three attachments recommended cater kitchen functions best company product like,Positive
value money product worst sales service eureka forbes water taste tds level filter age good product good service installation excellent product price good product eureka forbes took time installation water wastage great product ro purifier awesome product product service review buying price prime day sale discount hdfc debit card product review rating new model launched prime day eureka forbes aquaguard line products named aquasure delight product pleasant look comes capacity l paper holds liters water equipped reverse osmosis ultraviolet radiation lamp manual adjustment total dissolved solids manually adjusted service engineer liter tank fills mins water wastage high every litre water purified drainage litre drain pipe please collect water reuse washing utensils bathing shaving watering plants drained water tank water higher tds water taste varies according level tds choose low tds give good taste water loss mineral content water recommend default tds purification set somewhere drinking water tds manufacturer reviewrating manufacturer product eureka forbes giving rate product installed home replaced product first product received defective one drain pipe would stop draining water even tank full asked technician check said valve defective received defective product box ordered replacement amazon processed got another one led lights displaced know happened transport manufacturing defect would disappointed second time observed reported technician replaced led lights original position led indicators visible outside replaced product valve functional operating without hassle service review expect comfortable installation experience going heartache reasons people eureka forbes employed technicians thieves saying aquasure delight comes integrated diverter valve stainless steel structure fitted water outlet coming wall act converter joined aquaguard inlet opened package arrived many companies void warranty open box containing product mostly electrical items need installation like tv washing machines taking precaution open box unaware diverter included package technician fitting diverter charged rs saying fitted side diverter included package came know opened package replaced product found diverter included along confronted defended saying purifiers diverter still confirm eureka forbes pre filter come included package technicians sell higher prices technician sold rs available amazon rs ordered amazon install drill etc pay rs loss rs technician opinion eureka forbes sell water purifiera pre filter even though raises cost product rs rs platform review platform bought course amazon giving rating received defective product first time amazon refused replace installation request raised amazon amazon never raises installation request unlike flipkart raises installation request side actually makes life easy case receive defective product notice installation flipkart directly consults technician may even resend verify authenticity problem installation call eureka forbes toll free number raise installation request amazon representative demanding installation report video photo proof problem could make thief technician write installation report taking photo video got water purifier uninstalled soon found defective put replacement know replacement request many hassles first time replacing electronic product summary product good mentioned price aquasure comes integrated diverter valve stainless steel device attached water outlet aquaguard let technician charge technician overcharge pre filter ready technicians cunning mostly thieves sharp around make sure product defective amazon going give hard time replacing amazon raise installation request raise calling eureka forbes customer care overall verdict family members choice eureka forbes delight ro uv tds product effective efficient agua guard provides installation hours delivery installation tds level installation tds level nice product aquaguard water taste also sweet good water purifier see service guy installation seems hurry installed went show much tds adjust buy product amazon buy local stores possible purchased product heavy festival discount problem initially installation due defective water holding knob reported issue immediately replacement arranged although wait two weeks serviceman came installed another piece since working excellently best part services good responsive amazon part business smooth delivery done within timelines payments exchange cashback done hassle free eureka forbes another story installation call daily days finally escalation hold eureka forbes customer service close minutes installation done eureka forbes calls every day force review main reason writing review got purifier installed bislery water reason many bottles thankful came handy deliver installation smooth installation agent mentioned let filter fill completely throw away st batch filtered water since st time filteration process basically clense overall decided let full full turned switch whater comes used empty l bislery bottles fill st batch filtered water shown image around l mentioned company emptied filter last drop turned filter another set empty bottles waste pipe side took quite fill tank fully filled almost l worth bottles seen image roughly twice amount filtered water company claims water saved comparison ro uv filters knowledge much water wastage think bit much regardless fir every l purified water wastes l tal water tds filtered water tds waste water tds maybe tds levels due wastes much water ky possible amount might vary different tds levels source recommend waste water collected used something else possible rather letting drain l almost everyday wasted l per month considering filter l water per day redo see difference values juts keep potential buyers informed like speed fill water n less wastage like tds adjuster easy install like internal plastic body though believe steel need confirmation overall good product satisfied installed weeks deserve star product however ran problem comes installation technicians servicing centre local area gave huge problem delaying installation last one technician came forward,Positive
job good chala bagundhe bottom thin woven provided carton bottom good thing bad nice product good months since got slowly see fabric coming bare cardboard peeking depends handle opinion folded flat stored tiny spaces great cost high good super good thing keep casual clothes ave using month current condition nice product good store items,Neutral
design optimised functionality durability battery life nice highly precise measuring accu gauge sensors converts unit measuring also tare auto overload indicator worked good one year grams shown litres option operated aesthetically appealing digital kitchen scale available choices though also far expensive value money considering followig pros functionality two touch buttons integrate functions like units weight volume multiple tare weigh overload indication give volume idications water milk two frequently used liquids liquids also measured glass water calibrated certain volume say ml ad marked glass plastic food grade bowl fits snugly scale also doubles cover scale use duraility squat oblong shape sure footing scale wont topple also since bowl fits snugly scale upside scale used prevents dust entering display buttons material tough plastic recessed top seats bowl firmly exposed space ingress spilt liquid theres one year warranty extendable two years speaks confidence manufacturers design battery life device auto power digital display consumes less power hence battery likely last longer encountered two cons scale sensitive takes time settle display backlight goes away time lcd reading difficult read bright ambient light overall device serves purpose practical diet management efficiently effectively sure grow recommended want get much utility eficiency slightly higher price litt adjust time ok price wise last long,Positive
good kind big efficient one good quality appliance nice product sturdy well made fantastic product using last days working good value money quality product best issue might misjudge size kind big especially living hostels like using anything boiling water usually turns pretty inconvenient reason even washing times overall quality really good good product suitable specific use cases though good homes kettle handy use capacity makes work easier loved new colour choices offering size sufficient may bit large single person usage one suggestion temperature control knob could provided price range otherwise good product finish excellent takes little longer duration boiling problem outer kettle easily charms dust smudge matter whatever available kitchen cleaning products u apply blotch stains signified permanent go white colour useful product working good price reasonable worth like metal base,Positive
value money nice product comfortable use nice one good product areas improvement good easy use best vaccum cleaner range best vacuum cleaner house hold use nice decision buy purely cost similar branded item around rs use vacuum cleaner occasionally based need feel floor requires vaccum cleaning condition item serves purposeconssmade china importing marketing india sound feel comfort zone others also make similar noise lenth power chord smaller compared brander ones demo arranged youtube video reply request demo even metro like bangalore customer support services case instrument goes faulty time bangalore donot know service instrument phone bear cost transportation workoutprosworks per specification suction power good noise level ok free movement improvement sponge quality since using blower gets sucked steel tub company provide video effectively use product would great also avoid pressure motor since hose pipe bends using product nice product liked suction power right side extra blowing apart blower side dont steel body build quality low small partical touch get dent ok product good ok ok suction power vaccum cleaner really good drawback using time observed suction hose leaking air making whistling sound tried reaching customer service informed whistling sound using blower mode quite normal outer container made steel good quality received product observed dent body bought recently initial usage quite good convenient easy use performs well floors mattress sofas blower function works expected bit tough clean mosquito mesh grills using vaccume cleaner last month happy product using mostly sofa cleaning suction power really good pipe length reach slabs wise nice,Positive
heats bought product review based previous purchases laws home easy use nicee good product nice product easy use powerful blender attachments easy use easy clean j b described drawback motor unit heats v quickly even little use used product twice far speak durability also price dropping steadily product wondering time tell long product last awesome built quality perfect packaging blender working good working good till easy use clean n make lot sauces purees dressings use blender almost every day construction blender food often falls blades constantly readjusting ingredients get ingredients blended take considerable amount time lot patience immersion blender puree fruits vegetables less minutes evenly consistently easy use lightweight cleaning consists removing shaft blades handwashing wipe handle damp cloth stick drawer standard blender requires thorough washing various parts pitcher blades screw attachment lid moving standard blender counter storage need highly recommend powerful blender go,Positive
easy keep use good quick fixes average product good machine ok make easier easy perfect tool beginners good product face challenge starting learn easy sew clothes anywhere want product works well use quick fixes option use power adapter useful cons change direction stitchcant stich fabric middle big edges stitched comfortably add ons especially threader given flimsy ok ok product easy use put knot hold stitches together portable good emergency purpose good overall need tied everytime u sew really smooth working good quality thread ok nice product budget friendly worth easy use easy use,Neutral
steam irom good value money amazing product nice product good product good product comes amps plug light weight steam iron useful good good quality light weight fantastic product matches product description features shown review best product useful easy handle gives fine finish ease use great buyers pl note iron comes amps plug fit many homes return due reason wise product looks pretty good,Positive
must addition kitchen easy use superb fast sharp blades quick work good product quality motor good doubt jar much strong inalsa bullet chopper handy good chopper month usage good product inalsa key highlights dual speed options chop onions tomatoes tadka also make purees chutnies etc effortlessly powerful watt motor cuts onions like hot knife butter easy clean blades separated main jar thanks useful handy daily kitchen needs reasonable price excellent product love u good product product works good powerful box arrived damaged product good value money good product motor quality heavy concerned jar request company make available amazon excellent product heavy bowl powerful motor makes easier chop vegetables seconds good kitchen accessory every household needs helps chop cut vegetables quickly used choppers past much better cut performance,Positive
good good product power switch good product quality product borosil awesome easy use excellent user friendly product good easy use remember existing button set hard medium soft boil totally depend much fill water level like ml hard boil different way fool people show soft medium hard boil facility good product job advertised autocut power switch turn automatically done manually forget cooled turn even water switching mandatory kept smart plug mins count overcome issue overall good equipment boil eggs change button says automatic machine really restart machine cools power button kept button turned automatically avoid restart hence star less used three times far boiled eggs time perfect results time happy product provide long term review couple months thanks amazon thanks borosil easy use product eggs r clocked perfectly follow manual properly easy use user friendly products makes boiled eggs quickly also feature making poached eggs useful overall good product,Positive
good came small scratch casing box sealed heat fast cut small sized griller bad size issues works fine issues cord could longer must buy good great product convenience drawback heating grilling time seems little regular use brand new otherwise great product reduce hustle came small scratch casing box sealed otherwise ok pros good brand value two year warranty easy operation evenly cooked food decently priced cons weight distribution even tumble press handle cut time confusing mostly power cut food fully cooked locking griller power regulatorover good buy domestic use product great size good able cook even jumbo bread sandwich bread comes griller part sandwich left uncooked works fine issues love griller toaster sleek compact design complete ss finish safety use food cooked minutes watt good frequently grill veggies paneer etc comes auto cut feature avoid food burning good griling w fast griling one problem power cord lenght short,Positive
excellent use adequate cord length expensive compared hope durability easy handle hassle free good nice product good product overall good product product working months time rs rs much shock proof cord length could increased little cm cm medium bucket size adequate covering cord length water water bucket excellently easy use old people age also hope durability good price price expensive compared top brands hope come repair easily compared brands mean water heating rod right obviously gonna use heat water bathing good shoke proof good product ok saying shock proof user manual said put hand water heating understand claiming shock proof,Positive
ok deep cleaning ok trips frequently good product however getting heated fast helpful heat stop minutes use good handy good quality vacuum cleaner deep cleaning handy carpet cleaning stops min continuous use takes another min cool restart ok cars may filter cleaning difficult returned product equipment trips frequently due overheat happening almost every minutes takes upton mins cool good product mostly used cleaning sofa bed corners getting hot fast getting tripped product helpful cleaning easily operate many function easy clean every corner whole place hi heat liked helpful,Positive
ok product winter easy use support product get warranty value money good good quality product expected useful winter water coming normal temperature support product get warranty mention somewhere nice ordered using last one last two years working well take least space compact good quality product expected warm water,Neutral
good product pipes installation plug included engineer charge said company provide instaltion bill good product ok good bad geyser good genuine average time saving bought ltr kw model days provides hot water boiling temprature c min provided mild cold tank water auto cutoff reaching hot temprature pipes installation plug included installation rs also paid rs hefty amount inches steel pipes bought installing engineer much higher market pipe rate rs better buy market buy gyeseralso mrp pipes wrapper provided engineerso ready spend rs extra want buy gyeser even though bathroom fitted angle valves gyeser fittings till tested extreme cold weather january starting sunlight temprature drops c area middle region bought ltr kw model days provides hot water boiling temprature c min provided mild cold tank water auto cutoff reaching hot temprature pipes installation plug included installation also rs also paid rs hefty amount inches steel pipes bought installing engineer much higher market pipe rate rs better buy market buy gyeseralso mrp pipes wrapper provided engineer charge said company provide instaltion bill good product enjoying performance hindware mechanics charging much force pay amount else warranty available much pin plug water hose supplied hindware charge fixing charges time order fine look good hindware gysar faced problem wire short three pin plug set given using last one month working condition good instantly water heating good lt xceed geyser good heats water fast one drawback installation free pay rs extra bought plug conecting pipe amazon hide thing good product good product easy install handle,Neutral
